"X__deprecation_message__"	"ip"	"country_code"	"country_name"	"region_code"	"region_name"	"city"	"zip_code"	"time_zone"	"latitude"	"longitude"	"metro_code"	"servicio"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.151.138.152"	"US"	"United States"	"CA"	"California"	"San Jose"	"95134"	"America/Los_Angeles"	37.425	-121.946	807	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.65.109"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.58.202"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"96.47.225.149"	"US"	"United States"	"FL"	"Florida"	"Miami"	"33132"	"America/New_York"	25.7806	-80.1826	528	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.151.130.189"	"US"	"United States"	"CA"	"California"	"San Jose"	"95134"	"America/Los_Angeles"	37.425	-121.946	807	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.69.242"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"96.47.225.66"	"US"	"United States"	"FL"	"Florida"	"Miami"	"33132"	"America/New_York"	25.7806	-80.1826	528	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.58.17"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.69.44"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.152.252.43"	"US"	"United States"	"CA"	"California"	"Santa Monica"	"90404"	"America/Los_Angeles"	34.0256	-118.4716	803	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.64.34"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.71.245"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.61.83"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.61.198"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.60.198"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.63.126"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.58.66"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"178.137.16.87"	"UA"	"Ukraine"	"46"	"L'vivs'ka Oblast'"	"Lviv"	"79060"	"Europe/Kiev"	49.8407	24.0305	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"173.234.227.255"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75207"	"America/Chicago"	32.7825	-96.8207	623	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"173.234.225.183"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75207"	"America/Chicago"	32.7825	-96.8207	623	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"173.234.225.122"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75207"	"America/Chicago"	32.7825	-96.8207	623	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.151.130.146"	"US"	"United States"	"CA"	"California"	"San Jose"	"95134"	"America/Los_Angeles"	37.425	-121.946	807	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"95.141.17.84"	"IN"	"India"	""	""	""	""	"Asia/Kolkata"	20	77	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.61.211"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.66.31"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.151.138.122"	"US"	"United States"	"CA"	"California"	"San Jose"	"95134"	"America/Los_Angeles"	37.425	-121.946	807	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.152.249.129"	"US"	"United States"	"CA"	"California"	"Santa Monica"	"90404"	"America/Los_Angeles"	34.0256	-118.4716	803	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"188.143.232.106"	"RU"	"Russia"	"SPE"	"St.-Petersburg"	"St Petersburg"	"190880"	"Europe/Moscow"	59.8944	30.2642	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.152.252.38"	"US"	"United States"	"CA"	"California"	"Santa Monica"	"90404"	"America/Los_Angeles"	34.0256	-118.4716	803	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"197.50.129.91"	"EG"	"Egypt"	"C"	"Cairo Governorate"	"Cairo"	""	"Africa/Cairo"	30.0771	31.2859	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.152.252.44"	"US"	"United States"	"CA"	"California"	"Santa Monica"	"90404"	"America/Los_Angeles"	34.0256	-118.4716	803	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.70.10"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.151.137.239"	"US"	"United States"	"CA"	"California"	"San Jose"	"95134"	"America/Los_Angeles"	37.425	-121.946	807	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"173.234.225.116"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75207"	"America/Chicago"	32.7825	-96.8207	623	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.57.30"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.65.213"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.151.137.23"	"US"	"United States"	"CA"	"California"	"San Jose"	"95134"	"America/Los_Angeles"	37.425	-121.946	807	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"113.212.69.221"	""	""	""	""	""	""	""	0	0	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.68.55"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.68.53"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.63.203"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.152.249.230"	"US"	"United States"	"CA"	"California"	"Santa Monica"	"90404"	"America/Los_Angeles"	34.0256	-118.4716	803	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"112.215.153.177"	"ID"	"Indonesia"	"YO"	"Yogyakarta"	"Yogyakarta"	""	"Asia/Jakarta"	-7.7828	110.3608	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.58.121"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.57.225"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.63.247"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.66.85"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.58.155"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.68.201"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"113.161.4.96"	"VN"	"Vietnam"	"26"	"Tinh Thua Thien-Hue"	"Huế"	""	"Asia/Ho_Chi_Minh"	16.4667	107.6	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"173.234.226.89"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75207"	"America/Chicago"	32.7825	-96.8207	623	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.67.81"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.68.125"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.59.21"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.61.207"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"188.143.232.201"	"RU"	"Russia"	"SPE"	"St.-Petersburg"	"St Petersburg"	"190880"	"Europe/Moscow"	59.8944	30.2642	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.63.29"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"178.137.16.250"	"UA"	"Ukraine"	"46"	"L'vivs'ka Oblast'"	"Lviv"	"79060"	"Europe/Kiev"	49.8407	24.0305	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.151.137.90"	"US"	"United States"	"CA"	"California"	"San Jose"	"95134"	"America/Los_Angeles"	37.425	-121.946	807	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.151.138.163"	"US"	"United States"	"CA"	"California"	"San Jose"	"95134"	"America/Los_Angeles"	37.425	-121.946	807	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"96.47.225.232"	"US"	"United States"	"FL"	"Florida"	"Miami"	"33132"	"America/New_York"	25.7806	-80.1826	528	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.59.24"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.60.88"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.61.228"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"192.251.226.72"	"NL"	"Netherlands"	"NH"	"North Holland"	"Amsterdam"	"1091"	"Europe/Amsterdam"	52.35	4.9167	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.65.7"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.151.130.120"	"US"	"United States"	"CA"	"California"	"San Jose"	"95134"	"America/Los_Angeles"	37.425	-121.946	807	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"188.143.233.161"	"RU"	"Russia"	"SPE"	"St.-Petersburg"	"St Petersburg"	"190880"	"Europe/Moscow"	59.8944	30.2642	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"95.141.17.25"	"IN"	"India"	""	""	""	""	"Asia/Kolkata"	20	77	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.64.96"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"173.234.226.50"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75207"	"America/Chicago"	32.7825	-96.8207	623	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.151.130.92"	"US"	"United States"	"CA"	"California"	"San Jose"	"95134"	"America/Los_Angeles"	37.425	-121.946	807	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"192.251.226.20"	"NL"	"Netherlands"	"NH"	"North Holland"	"Amsterdam"	"1091"	"Europe/Amsterdam"	52.35	4.9167	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"173.234.227.23"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75207"	"America/Chicago"	32.7825	-96.8207	623	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"111.73.45.202"	"CN"	"China"	"JX"	"Jiangxi"	"Nanchang"	""	"Asia/Shanghai"	28.55	115.9333	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.59.78"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.62.213"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.167.70.199"	"RU"	"Russia"	"CU"	"Chuvashia"	"Cheboksary"	"428022"	"Europe/Moscow"	56.175	47.2864	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"96.47.225.134"	"US"	"United States"	"FL"	"Florida"	"Miami"	"33132"	"America/New_York"	25.7806	-80.1826	528	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"113.212.69.145"	""	""	""	""	""	""	""	0	0	0	"Apache"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"188.143.233.213"	"RU"	"Russia"	"SPE"	"St.-Petersburg"	"St Petersburg"	"190880"	"Europe/Moscow"	59.8944	30.2642	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"206.189.178.82"	"US"	"United States"	"NJ"	"New Jersey"	"North Bergen"	"07047"	"America/New_York"	40.7904	-74.0247	501	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"173.234.226.129"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75207"	"America/Chicago"	32.7825	-96.8207	623	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.61.236"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.62.19"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"220.191.14.89"	"CN"	"China"	"ZJ"	"Zhejiang"	"Hangzhou"	""	"Asia/Shanghai"	30.2936	120.1614	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.152.249.4"	"US"	"United States"	"CA"	"California"	"Santa Monica"	"90404"	"America/Los_Angeles"	34.0256	-118.4716	803	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"201.162.182.66"	"MX"	"Mexico"	"GUA"	"Guanajuato"	"León"	"37544"	"America/Mexico_City"	21.0599	-101.5782	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"125.109.194.170"	"CN"	"China"	"ZJ"	"Zhejiang"	"Wenzhou"	""	"Asia/Shanghai"	27.9994	120.6668	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"185.207.8.43"	"HU"	"Hungary"	""	""	""	""	"Europe/Budapest"	47.4925	19.0514	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.151.138.217"	"US"	"United States"	"CA"	"California"	"San Jose"	"95134"	"America/Los_Angeles"	37.425	-121.946	807	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"60.168.80.136"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"173.234.225.241"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75207"	"America/Chicago"	32.7825	-96.8207	623	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.152.252.106"	"US"	"United States"	"CA"	"California"	"Santa Monica"	"90404"	"America/Los_Angeles"	34.0256	-118.4716	803	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"58.22.177.100"	"CN"	"China"	"CQ"	"Chongqing"	""	""	"Asia/Shanghai"	29.5628	106.5528	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.62.174"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"173.234.226.20"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75207"	"America/Chicago"	32.7825	-96.8207	623	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"108.62.60.198"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"223.215.187.93"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"113.212.69.33"	""	""	""	""	""	""	""	0	0	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"113.212.70.145"	""	""	""	""	""	""	""	0	0	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"120.132.114.147"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"37.77.105.140"	"RU"	"Russia"	"STA"	"Stavropol'skiy Kray"	"Stavropol"	""	"Europe/Moscow"	45.0428	41.9734	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.224.29.149"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"188.143.233.180"	"RU"	"Russia"	"SPE"	"St.-Petersburg"	"St Petersburg"	"190880"	"Europe/Moscow"	59.8944	30.2642	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"222.191.177.54"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"125.128.6.7"	"KR"	"Republic of Korea"	"11"	"Seoul"	"Seoul"	""	"Asia/Seoul"	37.5985	126.9783	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"115.198.36.214"	"CN"	"China"	"ZJ"	"Zhejiang"	"Hangzhou"	""	"Asia/Shanghai"	30.2936	120.1614	0	"Email"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.152.249.101"	"US"	"United States"	"CA"	"California"	"Santa Monica"	"90404"	"America/Los_Angeles"	34.0256	-118.4716	803	"Email"
