Firstseen (UTC)	Version	Feodo C&C	Status	SBL	ASN	Country	Lastseen (UTC)\
2016-03-15 14:43:44	D	154.66.148.52	offline	SBL289699	AS37658 Marion-Technology,	- ZA	2016-06-09 13:28:03\
2016-03-15 14:43:39	D	210.209.89.107	offline	Not listed	AS17444 NWT-AS-AP	- HK	never\
2016-03-15 12:56:32	D	87.117.242.31	offline	SBL289697	AS20860 IOMART-AS,	- GB	never\
2016-03-12 03:58:33	D	210.65.11.155	offline	Not listed	AS3462 HINET	- TW	2016-04-20 05:40:55\
2016-03-12 03:58:33	D	5.152.201.19	offline	SBL289255	AS20860 IOMART-AS,	- GB	2016-03-14 18:25:28\
2016-03-12 03:58:33	D	77.89.143.130	offline	SBL289256	AS39545 FLUIDATA,	- GB	never\
2016-03-12 00:36:03	D	185.17.104.4	offline	SBL289253	AS56911 ASN-WARIAN	- IT	2016-03-27 08:31:41\
2016-03-12 00:36:03	D	64.76.19.244	offline	SBL289254	AS3549 LVLT-3549	- AR	2016-03-27 11:20:57\
2016-03-12 00:36:03	D	118.98.221.68	offline	SBL256017	AS18051 JARDIKNAS-AS-AP	- ID	2016-03-15 16:06:04\
2016-03-09 14:59:46	D	64.76.19.251	offline	SBL288799	AS3549 LVLT-3549	- AR	2016-06-06 08:57:45\
2016-03-08 09:28:24	D	38.64.199.3	offline	SBL288567	AS26110 MHT-ASN	- US	2016-03-08 12:08:52\
2016-03-07 16:51:17	D	188.165.215.180	offline	SBL288455	AS16276 OVH,	- FR	2016-03-20 20:02:30\
2016-03-07 16:51:17	D	87.106.8.177	offline	Not listed	AS8560 ONEANDONE-AS	- DE	2016-04-29 16:09:55\
2016-03-05 09:19:11	D	103.13.29.158	offline	SBL288215	AS56309 SIAMDATA-TH	- TH	never\
2016-03-05 01:49:26	D	78.108.93.186	offline	Not listed	AS43362 MAJORDOMO,	- RU	2016-03-20 20:02:30\
2016-03-04 11:39:27	D	80.249.6.216	offline	SBL288076	AS24709 HYPERION	- PL	never\
2016-03-03 12:56:31	D	188.40.224.78	offline	Not listed	AS24940 HETZNER-AS,	- DE	2016-04-29 16:09:55\
2016-03-03 10:40:09	D	75.99.13.124	offline	SBL287910	AS6128 CABLE-NET-1	- US	2016-03-09 20:27:44\
2016-02-26 16:28:23	D	203.162.141.13	offline	SBL287375	AS45899 VNPT-AS-VN	- VN	2016-04-13 23:34:23\
2016-02-26 16:28:23	D	46.22.128.133	offline	SBL288564	AS39122 BLACKNIGHT-AS,	- IE	2016-03-08 12:08:52\
2016-02-26 11:54:20	D	120.63.175.225	offline	SBL288566	AS17813 MTNL-AP	- IN	2016-03-11 18:45:21\
2016-02-26 11:54:20	D	93.104.211.103	offline	Not listed	AS8767 MNET-AS	- DE	2016-04-01 03:49:38\
2016-02-26 11:54:20	D	91.236.4.234	offline	SBL287376	AS198525 CLIMAX-AS,	- PL	2016-03-17 18:42:09\
2016-02-26 11:54:20	D	159.8.57.10	offline	Not listed	AS36351 SOFTLAYER	- CH	2016-04-01 03:49:38\
2016-02-26 11:54:20	D	109.132.31.203	offline	SBL288668	AS5432 BELGACOM-SKYNET-AS,	- BE	2016-03-11 18:45:21\
2016-02-26 06:49:43	D	81.93.151.248	offline	SBL287373	AS29468 INFRACOM,	- SE	2016-03-15 05:34:47\
2016-02-26 06:49:43	D	204.244.185.227	offline	SBL287374	AS5071 WESTEL-1	- CA	2016-03-03 10:40:09\
2016-02-24 18:19:08	D	213.192.1.178	offline	SBL287154	AS6830 LGI-UPC	- CZ	2016-02-28 19:18:06\
2016-02-24 12:06:26	D	80.86.91.232	offline	Not listed	AS8972 GD-EMEA-DC-SXB1,	- DE	never\
2016-02-22 15:33:44	D	5.56.61.62	offline	SBL286912	AS57286 ASGIGAS,	- ES	2016-07-11 16:10:05\
2016-02-22 15:33:36	D	180.235.132.105	offline	Not listed	AS55639 ASIAWEB-SERVICE-HK	- HK	2016-07-11 16:10:05\
2016-02-22 14:28:51	D	164.132.53.34	offline	SBL286908	AS16276 OVH,	- IT	2016-02-29 06:23:24\
2016-02-22 14:28:51	D	85.25.236.32	offline	Not listed	AS8972 GD-EMEA-DC-SXB1,	- DE	2016-03-04 01:48:01\
2016-02-20 06:55:33	D	92.31.8.27	offline	Not listed	AS43234 TT-AOLUK-AS,	- GB	2016-02-22 14:28:51\
2016-02-20 06:55:27	D	38.108.94.3	offline	Not listed	AS174 COGENT-174	- US	never\
2016-02-20 06:55:12	D	24.224.153.71	offline	Not listed	AS11260 EASTLINK-HSI	- CA	never\
2016-02-20 06:54:39	D	222.255.121.202	offline	SBL286907	AS7643 VNPT-AS-VN	- VN	2016-04-09 11:10:27\
2016-02-20 06:54:29	D	206.221.182.231	offline	Not listed	AS20473 AS-CHOOPA	- US	2016-03-03 10:40:09\
2016-02-20 06:53:40	D	193.52.236.249	offline	SBL287075	AS2200 FR-RENATER	- FR	2016-03-07 03:12:38\
2016-02-20 06:53:31	D	166.62.41.104	offline	Not listed	AS26496 AS-26496-GO-DADDY-COM-LLC	- US	2016-02-29 06:23:24\
2016-02-20 06:53:10	D	192.100.170.12	offline	SBL286834	AS8151 Uninet	- MX	2016-02-25 08:19:20\
2016-02-20 06:53:05	D	188.40.224.76	offline	Not listed	AS24940 HETZNER-AS,	- DE	2016-03-04 01:48:01\
2016-02-18 17:02:21	D	212.183.20.78	offline	SBL287103	AS8447 TELEKOM-AT	- AT	2016-06-09 13:28:03\
2016-02-18 17:02:21	D	166.84.7.180	offline	SBL286833	AS2033 PANIX	- US	2016-07-11 16:10:05\
2016-02-17 18:18:14	D	203.158.193.3	offline	SBL286553	AS37932 RMUTI-AS-AP	- TH	2016-02-19 11:53:58\
2016-02-17 17:36:21	D	37.34.52.185	offline	Not listed	AS35470 XL-AS,	- NL	2016-02-19 19:21:14\
2016-02-17 17:36:21	D	41.79.173.47	offline	SBL286550	AS37411 STORAGE,	- ZA	2016-06-09 13:28:03\
2016-02-17 17:36:21	D	128.199.186.92	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- SG	never\
2016-02-17 17:36:21	D	89.46.196.61	offline	SBL286552	AS31034 ARUBA-ASN,	- RO	2016-02-28 19:18:06\
2016-02-13 15:49:08	D	134.247.2.21	offline	Not listed	AS34127 MUNICH-AIRPORT-AS,	- DE	2016-02-14 18:18:07\
2016-02-12 02:39:24	D	84.38.67.231	offline	Not listed	AS31400 ACCELERATED-IT,	- DE	2016-07-05 05:04:06\
2016-02-11 18:13:10	D	202.158.123.130	offline	SBL285935	AS4787 ASN-CBN	- ID	2016-02-19 04:13:17\
2016-02-10 18:07:20	D	194.58.92.2	offline	SBL285846	AS197695 AS-REG,	- RU	2016-02-15 14:08:09\
2016-02-10 18:07:20	D	213.157.51.28	offline	SBL286208	AS8393 ASTEL-AS	- KZ	2016-02-14 18:18:07\
2016-02-10 15:02:51	D	87.229.86.20	offline	SBL285844	AS57389 ZNET-TELEKOM-HU-AS,	- HU	2016-07-05 05:04:06\
2016-02-10 15:02:38	D	87.106.94.31	offline	Not listed	AS8560 ONEANDONE-AS	- DE	2016-02-16 18:37:00\
2016-02-10 15:02:13	D	212.12.246.137	offline	SBL285885	AS15804 UNSPECIFIED,	- EG	2016-02-12 02:39:24\
2016-02-10 15:01:59	D	144.76.73.3	offline	Not listed	AS24940 HETZNER-AS,	- DE	never\
2016-02-09 12:55:20	D	50.56.184.194	offline	SBL285703	AS33070 RMH-14	- US	2016-06-16 08:43:01\
2016-02-08 15:31:46	D	188.40.224.73	offline	Not listed	AS24940 HETZNER-AS,	- DE	2016-02-08 17:51:58\
2016-02-07 14:36:13	D	46.16.200.133	offline	SBL286328	AS198385 ALPINEDC,	- CH	never\
2016-02-07 14:36:13	D	81.4.123.193	offline	SBL285845	AS198203 ASN-ROUTELABEL,	- NL	never\
2016-02-07 14:36:13	D	217.160.181.22	offline	Not listed	AS8560 ONEANDONE-AS	- DE	never\
2016-02-07 14:36:13	D	51.255.106.4	offline	SBL285936	AS16276 OVH,	- GB	never\
2016-02-05 23:46:00	D	212.126.59.41	offline	SBL285462	AS31122 DIGIWEB-AS,	- GB	2016-04-01 03:49:38\
2016-02-05 13:45:22	D	62.76.191.108	offline	Not listed	AS57010 CLODO-AS,	- RU	never\
2016-02-04 20:01:06	D	147.156.165.26	offline	SBL285346	AS766 REDIRIS	- ES	2016-03-03 10:40:09\
2016-02-04 20:01:06	D	165.233.159.225	offline	SBL285466	AS7020 QDATA-AS,	- ZA	2016-02-06 17:09:37\
2016-02-04 20:01:06	D	197.155.137.148	offline	SBL285552	AS30985 IKATELNET,	- ML	2016-02-14 18:18:07\
2016-02-04 06:50:05	D	141.89.179.45	offline	Not listed	AS680 DFN	- DE	never\
2016-02-04 06:50:05	D	103.245.153.70	offline	SBL285209	AS55884 ORIONVM-AU	- AU	2017-04-21 07:48:54\
2016-02-02 21:38:28	D	91.239.232.145	offline	SBL285046	AS196645 HOSTPRO-AS,	- UA	2016-02-04 06:50:05\
2016-02-01 21:24:26	D	185.24.92.229	offline	SBL284965	AS60879 SYSTEMPROJECTS-AS	- RU	2016-02-23 14:30:20\
2016-02-01 11:57:23	D	185.24.92.236	offline	SBL284964	AS60879 SYSTEMPROJECTS-AS	- RU	2016-02-05 23:46:00\
2016-01-31 05:13:28	D	109.212.173.205	offline	Not listed	AS3215 AS3215,	- FR	never\
2016-01-31 03:47:40	D	119.160.223.114	offline	SBL285162	AS45142 LOXLEYBB-TH-AS-AP	- TH	2016-02-14 06:35:35\
2016-01-29 18:17:57	D	85.143.166.200	offline	SBL284638	AS56534 PIRIX-INET-AS	- RU	2017-04-21 07:48:54\
2016-01-29 12:25:30	D	79.124.67.226	offline	SBL285045	AS31083 TELEPOINT,	- BG	2016-03-29 07:48:34\
2016-01-28 13:48:34	D	60.254.32.86	offline	Not listed	AS17488 HATHWAY-NET-AP	- IN	never\
2016-01-28 13:48:01	D	46.183.66.210	offline	SBL284458	AS6830 LGI-UPC	- CZ	2016-02-12 02:39:24\
2016-01-28 13:47:57	D	41.86.46.245	offline	SBL284457	AS36958 CWSeychelles-AS,	- SC	2016-03-08 12:08:52\
2016-01-28 13:47:52	D	209.239.86.10	offline	Not listed	AS27822 Emerging	- US	never\
2016-01-28 13:47:18	D	199.58.167.235	offline	Not listed	AS29889 FSNET-1	- US	2016-01-28 15:10:40\
2016-01-28 13:46:45	D	194.126.100.220	offline	SBL284456	AS3249 ESTPAK,	- EE	2016-02-16 18:37:00\
2016-01-28 13:46:41	D	193.206.38.248	offline	Not listed	AS137 ASGARR	- IT	2016-01-28 15:10:40\
2016-01-28 13:46:08	D	193.17.184.250	offline	SBL284455	AS198414 BIZNESHOST-AS,	- PL	2016-02-16 18:37:00\
2016-01-28 13:46:03	D	185.47.108.92	offline	Not listed	AS12637 SEEWEB	- IT	2016-02-16 18:37:00\
2016-01-28 13:45:59	D	181.177.231.245	offline	SBL284453	AS27843 OPTICAL	- PE	2016-03-11 18:45:21\
2016-01-28 13:45:54	D	155.41.206.199	offline	Not listed	AS111 BOSTONU-AS	- US	2016-01-28 15:10:40\
2016-01-28 13:45:21	D	148.202.223.222	offline	Not listed	AS2549 Universidad	- MX	2016-02-04 06:50:05\
2016-01-28 13:44:48	D	129.15.240.105	offline	SBL284624	AS25776 UNIV-OF-OKLAHOMA	- US	never\
2016-01-28 13:44:37	D	198.50.234.210	offline	Not listed	AS16276 OVH,	- CA	2016-02-07 16:38:40\
2016-01-27 10:27:13	D	119.160.223.115	offline	SBL284368	AS45142 LOXLEYBB-TH-AS-AP	- TH	2016-02-07 16:38:40\
2016-01-26 12:11:42	D	181.222.35.246	offline	Not listed	AS28573 CLARO		never\
2016-01-26 12:11:09	D	84.3.44.205	offline	Not listed	AS5483 HTC-AS	- HU	never\
2016-01-26 12:10:36	D	115.252.45.87	offline	Not listed	AS17803 BSES-AS-AP	- IN	never\
2016-01-26 12:10:03	D	177.153.4.189	offline	Not listed	AS27715 Locaweb	- BR	2016-02-17 21:45:50\
2016-01-26 12:09:29	D	119.81.196.55	offline	Not listed	AS36351 SOFTLAYER	- SG	2016-01-24 07:10:59\
2016-01-26 12:08:56	D	217.139.226.36	offline	Not listed	AS20928 NOOR-AS,	- EG	2016-02-17 21:45:50\
2016-01-26 12:08:23	D	61.47.43.241	offline	SBL285387	AS4765 OSINET-COMMS-AS-AP	- TH	never\
2016-01-26 12:07:39	D	27.131.149.102	offline	SBL285386	AS24187 KIRZ-AS-TH	- TH	2016-04-20 05:40:55\
2016-01-26 12:07:05	D	140.116.245.147	offline	SBL351833	AS1659 ERX-TANET-ASN1	- TW	2016-03-12 03:58:33\
2016-01-26 12:06:22	D	201.192.247.66	offline	Not listed	AS11830 Instituto	- CR	2016-04-15 16:37:41\
2016-01-26 12:06:19	D	59.148.246.214	offline	Not listed	AS9269 HKBN-AS-AP	- HK	2016-02-14 06:35:35\
2016-01-26 12:06:15	D	104.224.128.163	offline	SBL287520	AS25820 IT7NET		2016-04-15 16:37:41\
2016-01-26 12:06:12	D	110.138.108.142	offline	SBL284194	AS17974 TELKOMNET-AS2-AP	- ID	2016-01-26 23:36:57\
2016-01-26 07:18:16	D	46.101.155.53	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- RU	2016-07-03 15:34:00\
2016-01-26 07:18:13	D	37.187.57.150	offline	SBL284010	AS16276 OVH,	- FR	never\
2016-01-26 07:18:10	D	85.25.152.55	offline	Not listed	AS8972 GD-EMEA-DC-SXB1,	- DE	2016-03-03 10:40:09\
2016-01-25 18:58:33	D	103.224.83.130	offline	SBL283968	AS55933 CLOUDIE-AS-AP	- CN	2016-07-03 15:34:00\
2016-01-24 07:10:59	D	210.61.8.41	offline	SBL283771	AS3462 HINET	- TW	2016-03-12 03:58:33\
2016-01-22 09:55:25	D	192.241.207.251	offline	SBL283629	AS14061 DIGITALOCEAN-ASN	- US	2016-06-09 05:25:44\
2016-01-20 12:05:13	D	45.124.65.51	offline	Not listed	AS36351 SOFTLAYER		2016-01-24 07:10:59\
2016-01-20 12:05:13	D	186.202.121.114	offline	SBL283553	AS27715 Locaweb	- BR	2016-03-12 03:58:33\
2016-01-20 12:05:13	D	89.252.203.18	offline	SBL283500	AS8262 EVOLINK-AS,	- BG	2016-02-03 11:51:53\
2016-01-20 10:56:40	D	216.224.175.92	offline	SBL283257	AS22905 SOFTCOMUS	- US	2016-06-09 05:25:44\
2016-01-20 00:24:01	D	216.59.16.175	offline	SBL283240	AS15085 IMMEDION	- US	2016-08-19 11:21:33\
2016-01-19 12:01:30	D	198.50.234.211	offline	SBL283133	AS16276 OVH,	- CA	2016-04-16 13:05:31\
2016-01-18 12:43:08	D	192.232.204.53	offline	SBL282983	AS46606 UNIFIEDLAYER-AS-1	- US	never\
2016-01-18 02:50:18	D	46.101.190.62	offline	SBL283770	AS14061 DIGITALOCEAN-ASN	- RU	2016-01-24 07:10:59\
2016-01-18 02:50:18	D	203.151.94.214	offline	SBL282937	AS4618 INET-TH-AS	- TH	2016-04-20 05:40:55\
2016-01-17 06:09:43	D	216.117.130.191	offline	SBL282935	AS10843 AITNET	- US	2016-08-19 11:21:33\
2016-01-17 06:09:43	D	195.96.228.199	offline	SBL282936	AS8745 AS-BG-BAS,	- BG	2016-01-20 16:25:02\
2016-01-16 08:40:41	D	195.219.57.34	offline	SBL282706	AS6453 AS6453	- EU	2016-05-17 17:05:13\
2016-01-16 08:40:41	D	87.117.242.7	offline	SBL282705	AS20860 IOMART-AS,	- GB	2016-05-17 17:05:13\
2016-01-14 13:36:37	D	188.138.88.14	offline	Not listed	AS8972 GD-EMEA-DC-SXB1,	- DE	2016-02-02 06:53:09\
2016-01-13 15:12:19	D	5.9.37.137	offline	Not listed	AS24940 HETZNER-AS,	- DE	2016-03-08 09:28:24\
2016-01-13 15:11:46	D	58.168.194.181	offline	Not listed	AS1221 ASN-TELSTRA	- AU	never\
2016-01-13 15:11:11	D	200.57.183.176	offline	SBL282376	AS19373 Triara.com,	- MX	2016-02-04 06:50:05\
2016-01-13 15:11:06	D	165.124.74.222	offline	Not listed	AS103 NWU-AS	- US	2016-01-13 13:51:37\
2016-01-13 15:10:33	D	129.105.146.223	offline	Not listed	AS103 NWU-AS	- US	2016-01-18 12:43:08\
2016-01-13 15:10:01	D	103.23.154.184	offline	SBL282596	AS38809 NXGNET-AS-AP	- AU	2016-03-11 18:45:21\
2016-01-13 15:09:27	D	199.231.189.9	offline	SBL282375	AS19318 NJIIX-AS-1	- US	2016-03-08 12:09:18\
2016-01-13 15:09:23	D	110.77.142.156	offline	SBL282374	AS131090 CAT-IDC-4BYTENET-AS-AP	- TH	2016-08-19 11:21:33\
2016-01-13 13:51:37	D	85.25.200.103	offline	SBL282373	AS8972 GD-EMEA-DC-SXB1,	- DE	2016-01-31 01:29:35\
2016-01-13 13:51:37	D	176.53.0.103	offline	SBL282372	AS42926 RADORE,	- TR	2016-03-08 09:28:24\
2016-01-13 09:18:34	D	80.58.201.5	offline	SBL282340	AS6813 FLEXNET	- ES	2016-03-03 10:40:09\
2016-01-11 10:43:52	D	114.215.108.157	offline	SBL282101	AS37963 CNNIC-ALIBABA-CN-NET-AP	- CN	2016-03-08 12:09:18\
2016-01-08 13:01:23	D	90.29.100.174	offline	SBL281828	AS3215 AS3215,	- FR	never\
2016-01-07 12:08:39	D	5.39.185.231	offline	SBL281741	AS58291 COLOCENTER,	- NL	2016-01-20 23:33:47\
2016-01-07 12:08:39	D	190.85.192.134	offline	SBL287108	AS14080 Telmex	- CO	2016-03-07 03:12:38\
2016-01-06 12:54:14	D	198.154.62.28	offline	SBL281740	AS26272 -Reserved	- US	2016-03-03 10:40:09\
2016-01-06 12:53:28	D	114.113.148.141	offline	SBL283241	AS4808 CHINA169-BJ	- CN	2016-02-14 18:18:07\
2016-01-06 12:53:12	D	78.47.119.93	offline	SBL281443	AS24940 HETZNER-AS,	- DE	2017-07-08 15:37:48\
2016-01-06 12:53:04	D	104.131.59.185	offline	SBL281656	AS14061 DIGITALOCEAN-ASN	- US	2017-07-08 15:37:48\
2015-12-21 14:28:48	D	62.109.133.248	offline	SBL282595	AS29134 IGNUM-AS	- CZ	2016-03-08 09:28:24\
2015-12-21 14:28:25	D	59.94.42.163	offline	Not listed	AS9829 BSNL-NIB	- IN	never\
2015-12-21 14:28:21	D	51.254.114.130	offline	Not listed	AS16276 OVH,	- GB	2016-01-20 10:56:40\
2015-12-21 14:28:16	D	199.7.136.88	offline	SBL280427	AS33044 MEGAWIRE	- CA	2016-05-16 10:14:51\
2015-12-18 09:28:40	D	1.179.170.7	offline	SBL281636	AS131293 TOT-LLI-AS-AP	- TH	2016-07-03 15:34:00\
2015-12-18 09:28:17	D	103.228.200.44	offline	Not listed	AS64005 KK-AS-AP	- BD	never\
2015-12-18 09:27:49	D	198.23.251.243	offline	Not listed	AS36352 AS-COLOCROSSING	- US	2015-12-15 11:19:28\
2015-12-18 09:27:18	D	162.244.76.40	offline	Not listed	AS32875 VIRPUS	- US	2016-01-08 12:35:11\
2015-12-18 09:26:52	D	151.80.142.33	offline	Not listed	AS16276 OVH,	- IT	2016-05-16 10:14:51\
2015-12-18 09:26:29	D	186.47.80.90	offline	Not listed	AS28006 CORPORACION	- EC	never\
2015-12-18 09:26:06	D	201.238.232.46	offline	Not listed	AS14259 Gtd	- CL	never\
2015-12-18 09:25:41	D	199.175.49.21	offline	Not listed	AS36454 CNSV-LLC	- US	never\
2015-12-18 09:25:11	D	117.239.73.244	offline	Not listed	AS9829 BSNL-NIB	- IN	2015-12-20 13:55:02\
2015-12-18 09:24:44	D	157.252.245.29	offline	Not listed	AS3592 TRINCOLL-AS	- US	2015-12-01 16:17:26\
2015-12-18 09:24:20	D	74.14.234.136	offline	Not listed	AS577 BACOM	- CA	never\
2015-12-15 18:58:01	D	80.96.150.201	offline	SBL279803	AS6830 LGI-UPC	- RO	2017-07-08 15:37:48\
2015-12-15 18:58:01	D	117.239.192.228	offline	SBL279802	AS9829 BSNL-NIB	- IN	2016-01-31 05:13:28\
2015-12-14 13:08:39	D	93.188.225.109	offline	SBL279638	AS45041 ASHINET,	- IT	2015-12-16 12:16:40\
2015-12-14 13:08:34	D	90.237.8.136	offline	Not listed	AS3301 TELIANET-SWEDEN	- SE	never\
2015-12-14 13:08:01	D	212.227.91.80	offline	Not listed	AS8560 ONEANDONE-AS	- DE	2015-12-16 12:16:40\
2015-12-14 13:07:25	D	124.180.34.34	offline	Not listed	AS1221 ASN-TELSTRA	- AU	never\
2015-12-14 13:06:52	D	122.149.96.245	offline	Not listed	AS38285 M2TELECOMMUNICATIONS-AU	- AU	2015-12-14 12:57:16\
2015-12-14 13:06:18	D	105.208.86.197	offline	Not listed	AS16637 MTNNS-AS,	- ZA	2015-12-14 12:57:16\
2015-12-14 13:06:12	D	199.7.136.84	offline	Not listed	AS33044 MEGAWIRE	- CA	2017-04-21 14:50:42\
2015-12-10 15:30:23	D	90.237.50.21	offline	Not listed	AS3301 TELIANET-SWEDEN	- SE	never\
2015-12-10 15:29:48	D	64.145.91.67	offline	Not listed	AS33438 HIGHWINDS2	- US	2015-12-10 15:21:30\
2015-12-10 15:29:38	D	217.132.85.177	offline	Not listed	AS1680 NV-ASN	- IL	never\
2015-12-10 15:28:54	D	188.126.116.26	offline	SBL279174	AS201622 COPACOCLOUD,	- BE	2016-03-11 18:45:21\
2015-12-10 15:28:49	D	176.31.150.16	offline	SBL279175	AS16276 OVH,	- FR	2015-12-11 06:24:05\
2015-12-10 15:28:39	D	202.69.40.173	offline	SBL279176	AS23750 GERRYS-AS-AP	- PK	2017-04-21 14:50:42\
2015-12-10 15:28:35	D	136.145.86.27	offline	SBL279177	AS5786 UPRENET	- PR	2016-01-09 17:45:23\
2015-12-09 12:36:57	D	5.146.57.130	offline	Not listed	AS6830 LGI-UPC	- DE	never\
2015-12-08 14:04:00	D	86.60.155.213	offline	Not listed	AS39699 SSPOY-AS,	- FI	never\
2015-12-08 14:03:57	D	77.236.165.77	offline	Not listed	AS13124 IBGC,	- BG	2015-12-10 15:21:30\
2015-12-08 14:03:24	D	76.165.198.9	offline	Not listed	AS32440 LONI	- US	2015-12-08 17:27:07\
2015-12-08 14:02:52	D	64.145.91.59	offline	Not listed	AS33438 HIGHWINDS2	- US	never\
2015-12-08 14:02:43	D	223.184.173.74	offline	Not listed	AS45609 BHARTI-MOBILITY-AS-AP	- IN	never\
2015-12-08 14:02:39	D	217.132.69.48	offline	Not listed	AS1680 NV-ASN	- IL	never\
2015-12-08 14:02:02	D	160.80.111.224	offline	Not listed	AS137 ASGARR	- IT	2015-12-10 15:21:30\
2015-12-08 14:01:30	D	152.2.29.90	offline	SBL279011	AS36850 UNC-CH	- US	2015-12-22 12:23:27\
2015-12-08 14:01:26	D	147.8.151.7	offline	Not listed	AS4528 HKU-AS-HK	- HK	never\
2015-12-08 14:00:53	D	128.250.178.31	offline	SBL279009	AS10148 UNIMELB-AS-AP	- AU	2015-12-08 17:27:07\
2015-12-08 14:00:20	D	128.197.95.134	offline	Not listed	AS111 BOSTONU-AS	- US	2015-12-10 15:21:30\
2015-12-08 13:59:48	D	122.149.111.136	offline	Not listed	AS38285 M2TELECOMMUNICATIONS-AU	- AU	never\
2015-12-08 13:59:28	D	1.178.179.217	offline	Not listed	AS9723 ISEEK-AS-AP	- AU	never\
2015-12-08 13:58:55	D	112.120.83.139	offline	Not listed	AS4760 HKTIMS-AP	- HK	2015-12-22 12:23:27\
2015-12-08 13:58:20	D	216.189.52.147	offline	SBL278989	AS6921 ARACHNITEC	- US	2016-05-09 10:24:15\
2015-12-04 15:07:24	D	77.236.181.72	offline	Not listed	AS13124 IBGC,	- BG	2015-12-07 15:16:34\
2015-12-04 15:07:20	D	58.152.60.205	offline	Not listed	AS4760 HKTIMS-AP	- HK	2015-12-08 05:51:41\
2015-12-04 15:06:47	D	5.187.193.224	offline	Not listed	AS5483 HTC-AS	- HU	never\
2015-12-04 15:06:14	D	49.111.145.80	offline	Not listed	AS9605 DOCOMO	- JP	2015-12-08 05:51:41\
2015-12-04 15:05:40	D	41.151.229.155	offline	Not listed	AS5713 SAIX-NET,	- ZA	never\
2015-12-04 15:05:28	D	201.227.247.122	offline	Not listed	AS11556 Cable	- PA	2015-12-04 14:50:22\
2015-12-04 15:04:52	D	175.111.5.112	offline	SBL278669	AS24435 SUPERNET-PAKISTAN-AS-AP	- PK	2015-12-07 11:13:49\
2015-12-04 15:04:17	D	158.129.6.181	offline	Not listed	AS2847 LITNET,	- LT	never\
2015-12-04 15:03:45	D	147.229.75.62	offline	SBL278487	AS197451 VUTBR-AS,	- CZ	never\
2015-12-04 15:03:42	D	105.229.233.247	offline	Not listed	AS37457 Telkom-Internet,	- ZA	2015-12-07 15:16:34\
2015-12-04 15:03:39	D	105.208.85.130	offline	Not listed	AS16637 MTNNS-AS,	- ZA	2015-12-08 05:51:41\
2015-12-04 15:03:33	D	23.113.113.105	offline	SBL278486	AS7018 ATT-INTERNET4	- US	2016-06-08 05:41:52\
2015-12-04 14:50:22	D	202.128.222.164	offline	SBL278485	AS17547 M1NET-SG-AP	- SG	2015-12-10 15:21:30\
2015-12-03 15:57:34	D	162.208.8.198	offline	Not listed	AS36454 CNSV-LLC	- US	2015-12-03 19:01:45\
2015-12-02 17:12:58	D	104.238.174.49	offline	Not listed	AS20473 AS-CHOOPA		2015-12-07 11:13:49\
2015-12-02 17:12:53	D	193.238.97.98	offline	SBL278834	AS21075 FOTAKOM-AS,	- UA	2015-12-08 05:51:41\
2015-12-02 15:22:58	D	188.40.253.158	offline	SBL278347	AS24940 HETZNER-AS,	- DE	2015-12-03 10:03:31\
2015-12-02 14:01:48	D	115.249.247.26	offline	SBL278259	AS18101 RELIANCE-COMMUNICATIONS-IN	- IN	2015-12-08 11:12:46\
2015-12-02 14:01:48	D	94.73.155.11	offline	SBL278344	AS34619 CIZGI,	- TR	2015-12-15 11:19:28\
2015-12-01 16:53:28	D	92.45.16.100	offline	Not listed	AS34984 TELLCOM-AS,	- TR	2015-12-09 12:36:57\
2015-12-01 16:52:53	D	212.80.31.84	offline	Not listed	AS44889 AZMA-AS,	- IR	2015-12-09 12:36:57\
2015-12-01 16:52:20	D	210.117.168.164	offline	Not listed	AS7560 CHONBUK-AS	- KR	never\
2015-12-01 16:51:14	D	193.251.76.63	offline	Not listed	AS3215 AS3215,	- FR	2015-12-02 14:01:48\
2015-12-01 16:50:41	D	184.166.216.248	offline	SBL278139	AS33588 BRESNAN-AS	- US	2015-12-09 12:36:57\
2015-12-01 16:50:36	D	159.226.121.32	offline	Not listed	AS7497 CSTNET-AS-AP	- CN	2015-12-02 14:01:48\
2015-12-01 16:49:50	D	146.229.148.84	offline	Not listed	AS10364 UAHNET	- US	2016-01-21 11:09:23\
2015-12-01 16:49:16	D	87.106.101.55	offline	SBL278130	AS8560 ONEANDONE-AS	- GB	never\
2015-12-01 16:49:14	D	45.127.92.179	offline	SBL278129	AS137522 OERL-AS-AP		2017-03-20 20:50:13\
2015-12-01 16:49:11	D	23.94.5.119	offline	Not listed	AS36352 AS-COLOCROSSING	- US	never\
2015-12-01 16:49:08	D	157.252.245.27	offline	Not listed	AS3592 TRINCOLL-AS	- US	2017-03-20 20:50:13\
2015-11-30 23:49:27	D	159.253.3.233	offline	SBL278096	AS61387 DENKERSICT-AS,	- NL	2015-12-03 20:19:43\
2015-11-30 07:56:59	D	24.108.62.255	offline	SBL278012	AS6327 SHAW	- CA	2015-12-01 02:06:30\
2015-11-27 16:47:01	D	217.197.159.37	offline	Not listed	AS34093 PLUSLINE-AS,	- CZ	2015-12-10 15:21:30\
2015-11-27 16:46:56	D	200.49.169.94	offline	SBL278090	AS23243 COMCEL	- GT	2015-12-10 15:21:30\
