latitude;longitude
3.866.689.185;-1.215.231.576
3.853.217.607;-1.214.386.118
384.706.931;-1.214.271.773
3.852.733.127;-1.214.968.975
3.861.514.712;-1.214.540.197
3.861.294.057;-1.214.461.725
3.844.781.576;-1.214.421.622
3.861.865.064;-1.214.808.282
3.857.342.085;-1.214.768.514
3.863.485.301;-1.214.660.204
3.852.324.663;-1.215.048.399
3.847.581.524;-1.214.196.575
385.286.339;-1.214.977.727
3.856.987.859;-1.214.910.186
3.848.149.327;-1.214.644.874
3.850.096.483;-1.215.090.513
3.852.472.122;-121.497.206
3.861.058.202;-1.215.334.978
3.862.069.319;-1.215.013.594
3.852.335.069;-1.214.120.984
3.856.644.821;-12.148.899
3.851.133.269;-1.214.445.317
3.863.437.819;-1.214.387.627
3.855.161.009;-1.214.572.299
3.851.926.114;-1.214.239.425
3.852.003;-1.214.311.541
3.864.998.963;-1.215.323.364
3.849.601.155;-1.214.592.772
3.856.104.193;-1.214.143.199
386.296.517;-1.214.755.286
3.862.559.095;-121.443.841
3.863.411.086;-1.215.271.508
3.861.308.537;-1.214.990.818
3.855.443.686;-1.214.278.339
3.849.362.212;-121.458.006
385.563.198;-1.214.703.569
3.850.661.145;-1.214.346.997
3.861.013.165;-1.214.954.943
3.855.500.397;-1.214.714.437
3.857.846.394;-1.214.957.638
3.851.023.478;-1.215.128.703
385.554.124;-1.214.093.934
3.855.394.974;-121.425.397
3.856.749.245;-1.214.960.582
3.858.029.802;-1.214.277.944
386.126.813;-121.456.947
3.860.938.371;-1.215.271.363
3.862.974.422;-1.214.808.279
3.857.826.555;-1.214.344.047
3.858.419.516;-1.214.914.727
3.847.394.034;-1.214.594.267
3.864.509.274;-1.214.203.309
3.853.290.342;-1.214.109.325
3.849.451.616;-1.215.126.595
3.845.006.998;-1.214.291.863
3.855.155.646;-1.213.896.927
3.862.984.389;-1.214.397.435
386.264.498;-1.214.301.509
3.852.904.451;-1.214.727.965
3.846.833.142;-1.214.423.059
3.863.908.268;-1.214.042.501
385.393.973;-1.214.753.422
3.853.159.017;-1.214.734.384
3.857.372.161;-1.214.826.732
3.853.069.245;-1.214.894.103
3.854.106.323;-12.147.576
385.393.973;-1.214.753.422
3.853.391.703;-1.214.629.125
3.862.009.248;-121.426.719
3.856.890.331;-1.213.982.046
3.860.960.014;-1.214.470.349
3.864.449.478;-1.214.503.321
385.554.124;-1.214.093.934
3.852.454.934;-1.214.238.404
3.854.482.538;-1.214.758.058
3.867.245.501;-1.215.015.961
3.845.877.009;-1.214.316.068
3.857.916.319;-1.215.006.108
3.855.681.883;-1.214.744.133
385.767.314;-121.489.532
3.857.637.679;-1.214.882.018
3.857.712.226;-1.214.909.914
3.861.158.147;-1.214.502.358
3.853.117.884;-1.214.699.527
3.866.283.184;-121.528.827
385.533.905;-1.214.621.574
3.852.904.451;-1.214.727.965
3.861.393.325;-1.214.717.489
3.857.428.724;-1.214.645.499
3.853.159.017;-1.214.734.384
3.847.586.021;-1.215.152.564
3.855.060.706;-1.214.689.027
3.862.495.215;-1.214.260.323
3.857.874.706;-1.215.015.372
3.854.106.323;-12.147.576
3.865.735.092;-1.215.102.676
385.505.294;-1.213.933.346
3.853.452.891;-1.214.741.684
3.851.286.852;-1.214.189.929
385.399.031;-1.214.754.644
3.854.434.873;-1.214.564.145
3.848.093.723;-1.214.630.104
3.848.250.578;-1.214.787.435
3.864.191.365;-1.213.745.288
386.662.188;-1.215.158.001
3.863.862.878;-1.213.815.598
3.852.488.785;-1.214.717.471
3.853.366.299;-1.214.739.615
3.848.794.356;-1.215.335.826
3.847.000.751;-1.214.563.619
3.864.558.877;-1.214.146.721
3.852.799.984;-1.214.725.316
3.850.316.747;-121.465.181
386.038.294;-1.214.219.821
3.859.102.702;-1.214.778.909
3.856.586.845;-1.214.821.111
3.852.904.451;-1.214.727.965
3.852.997.919;-1.214.730.308
3.847.431.447;-1.214.348.784
3.849.540.836;-1.215.231.426
3.852.633.116;-1.214.727.187
3.851.181.739;-1.214.402.677
3.844.947.376;-1.214.414.788
3.857.151.899;-1.214.862.884
3.855.199.422;-1.214.960.208
3.864.998.963;-1.215.323.364
3.856.356.872;-1.214.388.125
3.857.052.225;-1.214.521.612
3.852.803.387;-1.214.733.703
3.865.275.137;-1.215.335.334
3.855.067.586;-1.214.946.908
3.853.140.402;-1.214.436.379
3.853.092.764;-121.473.272
3.856.148.913;-1.214.403.257
3.855.337.722;-1.214.569.611
3.853.366.299;-1.214.739.615
3.852.803.387;-1.214.733.703
3.862.055.915;-1.214.189.763
38.544.558;-1.214.618.254
3.856.388.684;-1.214.774.355
3.854.675.579;-1.214.538.401
385.393.973;-1.214.753.422
3.852.488.785;-1.214.717.471
3.852.904.451;-1.214.727.965
3.863.076.504;-1.214.800.678
385.069.236;-1.214.233.955
3.855.982.692;-1.214.857.011
3.861.256.421;-1.214.941.577
3.849.466.185;-1.215.212.433
3.855.868.443;-1.214.734.483
3.853.795.521;-1.214.650.462
3.854.146.972;-1.214.254.625
3.856.285.677;-1.214.695.145
3.854.751.665;-1.214.509.881
3.849.407.763;-1.214.673.944
3.850.298.477;-1.215.346.969
3.865.262.086;-1.214.699.668
3.863.486.114;-1.214.449.624
3.854.454.369;-1.214.558.291
3.854.049.185;-1.214.763.166
385.394.462;-1.214.355.549
3.858.370.044;-1.215.008.344
3.858.602.101;-1.214.883.111
3.853.092.764;-121.473.272
3.852.559.491;-1.214.726.437
3.862.290.045;-1.214.886.519
3.850.450.574;-1.214.181.768
3.858.039.221;-1.214.425.982
3.852.903.959;-1.214.705.174
3.856.094.454;-1.215.039.523
3.859.283.398;-1.214.809.741
3.860.468.382;-1.214.315.006
3.852.903.959;-1.214.705.174
3.855.788.924;-1.215.125.729
3.858.052.479;-1.214.630.968
3.853.970.995;-1.214.585.685
3.853.184.858;-121.473.503
3.863.292.418;-1.214.305.962
3.852.659.231;-1.214.721.784
3.858.121.716;-1.214.818.667
3.861.931.721;-1.215.090.098
3.864.245.072;-1.215.100.794
3.849.407.763;-1.214.673.944
3.850.749.407;-1.215.437.781
3.848.934.244;-1.214.859.396
3.846.830.127;-12.142.384
3.854.815.629;-1.214.758.233
3.847.849.643;-1.214.854.238
3.861.982.993;-121.503.035
3.855.367.374;-1.214.729.887
3.852.199.137;-1.214.990.149
3.844.688.612;-1.214.429.865
3.849.511.942;-1.214.760.448
3.853.184.858;-121.473.503
3.853.184.858;-121.473.503
3.852.904.451;-1.214.727.965
3.847.421.612;-12.142.717
3.853.405.028;-1.214.776.224
3.863.816.052;-1.215.365.208
3.860.154.457;-12.142.747
3.861.058.078;-1.215.002.858
3.860.240.036;-1.214.295.032
3.865.603.463;-1.215.152.564
3.856.907.718;-1.214.799.892
3.846.712.113;-1.214.289.453
3.858.076.474;-1.214.963.282
385.796.521;-1.214.943.141
3.851.063.877;-1.214.912.627
3.857.381.016;-1.214.736.865
3.864.444.404;-1.214.576.293
385.392.541;-1.214.650.574
3.853.366.299;-1.214.739.615
3.856.143.749;-1.213.867.789
3.861.112.645;-1.214.931.565
3.861.302.483;-1.214.593.557
3.858.431.639;-1.214.810.431
3.853.951.607;-1.214.352.432
3.848.648.604;-1.214.558.032
3.850.487.902;-1.214.816.448
3.846.831.178;-1.214.309.511
3.853.506.546;-121.417.634
385.584.422;-1.214.281.865
3.858.138.835;-1.214.622.017
3.847.295.223;-1.214.281.268
3.847.316.243;-1.214.289.878
3.860.643.063;-1.214.585.133
3.850.718.879;-1.214.768.614
3.857.007.662;-1.214.886.003
3.862.817.573;-1.215.391.236
385.584.422;-1.214.281.865
3.856.783.954;-1.214.881.721
3.847.337.967;-121.490.763
3.857.188.611;-1.214.648.897
3.851.087.148;-1.214.830.552
3.853.212.412;-1.214.908.928
3.856.769.563;-1.214.885.404
3.856.783.954;-1.214.881.721
3.855.494.654;-1.213.791.447
3.851.639.588;-1.214.231.443
3.856.725.848;-1.214.984.557
3.858.316.799;-1.214.996.207
3.850.913.035;-1.214.830.084
3.851.054.067;-121.415.863
3.860.719.135;-1.214.265.847
3.854.023.875;-1.214.219.971
3.857.629.892;-1.214.830.358
384.875.421;-1.214.549.812
3.855.342.594;-1.214.043.498
3.857.499.264;-1.214.789.247
3.852.472.204;-1.214.134.015
3.857.251.407;-1.214.494.805
3.855.555.724;-1.214.723.384
3.853.955.707;-1.214.760.613
3.861.923.472;-1.214.812.614
3.853.502.991;-1.215.043.072
3.862.504.244;-1.215.102.971
3.846.792.527;-1.214.434.966
386.649.083;-1.214.975.722
3.852.042.714;-1.214.986.029
3.862.009.985;-1.214.590.851
3.861.384.139;-1.214.508.169
3.864.299.789;-1.215.194.346
3.847.429.277;-1.214.503.108
3.860.990.782;-1.214.505.252
3.856.133.787;-1.215.131.614
3.857.874.934;-1.214.919.558
384.706.931;-1.214.271.773
3.865.741.543;-1.214.640.303
3.868.025.769;-1.215.045.087
3.856.647.048;-1.214.909.275
3.854.106.323;-12.147.576
386.237.857;-121.513.771
3.847.078.576;-1.214.370.963
3.855.735.796;-1.214.764.341
3.854.438.547;-1.214.684.595
3.862.989.225;-1.214.982.215
3.847.425.283;-1.214.368.769
3.862.704.884;-1.214.352.848
3.861.701.338;-1.214.962.227
3.855.464.254;-1.214.722.717
3.849.162.504;-121.543.006
3.861.624.915;-1.214.202.994
3.845.718.227;-1.214.133.413
38.587.136;-1.214.883.415
3.857.307.015;-1.214.590.954
3.866.253.327;-1.215.027.127
3.848.429.181;-1.214.882.258
3.857.642.774;-1.214.848.294
3.857.957.708;-1.214.934.856
3.862.376.224;-1.215.088.602
3.855.124.956;-1.214.279.854
3.863.592.285;-1.214.598.647
3.848.916.359;-1.214.901.998
3.855.415.996;-1.214.803.182
386.069.517;-1.214.292.113
3.854.238.493;-1.214.278.431
3.845.421.346;-1.214.392.522
3.859.667.389;-1.215.056.982
3.847.433.721;-1.214.189.709
3.855.211.324;-1.214.843.929
3.855.442.719;-1.214.702.136
3.858.135.818;-1.214.882.605
3.854.041.688;-1.214.559.025
3.863.592.285;-1.214.598.647
3.857.626.112;-1.214.875.031
385.694.759;-121.437.248
3.844.809.336;-1.214.270.617
3.861.502.086;-1.214.581.226
3.860.671.206;-1.214.605.654
3.858.390.985;-1.214.978.243
3.847.381.246;-1.214.260.625
3.849.576.768;-1.214.803.518
3.854.485.146;-1.214.990.502
3.858.245.916;-1.214.747.386
3.850.958.079;-1.214.248.698
3.858.395.418;-1.214.829.418
3.863.437.819;-1.214.387.627
3.853.403.303;-1.214.804.997
3.849.549.417;-1.215.465.242
3.853.505.117;-1.214.169.769
3.857.517.889;-1.214.800.392
3.853.047.919;-1.214.871.361
3.846.308.183;-1.214.407.368
3.859.773.592;-1.214.330.466
38.594.323;-121.505.613
3.853.085.426;-1.214.807.291
3.853.272.069;-1.214.155.102
3.848.934.244;-1.214.859.396
3.866.946.015;-1.214.836.208
3.866.946.015;-1.214.836.208
3.849.221.076;-1.215.051.808
3.859.657.483;-1.214.303.406
3.865.407.136;-1.215.048.798
3.861.972.393;-1.214.746.566
3.861.364.029;-1.214.369.555
3.854.146.972;-1.214.254.625
3.852.594.221;-12.152.225
3.860.992.565;-1.214.578.044
3.861.236.933;-1.214.973.299
3.858.137.649;-1.214.974.538
3.846.910.016;-1.214.613.879
3.849.575.914;-1.214.827.348
3.846.714.906;-1.214.213.101
3.862.825.953;-1.215.093.788
3.860.992.565;-1.214.578.044
3.853.540.586;-1.214.725.782
3.863.862.878;-1.213.815.598
3.856.756.469;-1.214.994.153
3.850.843.245;-1.214.253.159
3.862.053.425;-1.214.487.142
3.862.968.232;-121.446.116
3.852.199.137;-1.214.990.149
3.851.048.773;-121.406.008
3.850.298.477;-1.215.346.969
3.862.692.723;-1.214.569.435
3.855.155.803;-1.214.684.935
3.847.575.377;-1.214.923.774
3.851.293.868;-121.423.686
3.844.924.246;-1.214.087.833
3.856.931.527;-121.405.123
3.858.532.585;-121.490.702
38.579.563;-1.214.952.908
3.861.435.132;-1.214.629.401
3.860.650.209;-1.214.254.704
3.847.387.328;-121.489.991
3.850.298.477;-1.215.346.969
3.857.498.453;-1.215.071.707
3.862.715.545;-1.215.016.083
3.861.536.788;-1.214.948.028
3.855.973.557;-1.214.974.104
3.854.395.353;-1.214.647.075
3.865.847.399;-1.215.161.468
384.828.813;-1.214.946.743
3.853.599.087;-1.214.909.981
3.860.955.023;-1.214.567.993
3.856.361.407;-1.215.034.231
3.854.672.494;-1.214.467.668
3.853.038.804;-1.214.499.592
3.861.689.369;-1.214.471.043
3.849.601.155;-1.214.592.772
3.861.357.858;-1.214.982.033
3.856.905.759;-1.214.960.471
3.855.792.771;-12.143.864
3.863.020.663;-1.214.959.999
385.857.662;-1.214.878.161
3.849.695.939;-1.215.270.526
384.470.984;-1.214.352.402
385.017.242;-1.215.119.988
3.848.767.733;-1.215.168.951
3.854.861.475;-1.213.807.559
3.863.577.485;-1.215.291.633
3.846.599.501;-121.428.888
3.863.304.591;-1.214.460.758
3.858.364.167;-1.214.739.148
3.848.934.244;-1.214.859.396
3.855.848.201;-1.214.318.092
3.854.818.818;-1.213.940.644
3.863.726.864;-1.215.047.935
385.544.225;-1.214.770.327
38.632.001;-1.214.734.424
3.862.377.281;-1.214.822.785
3.861.062.598;-1.214.572.426
3.864.316.291;-1.214.745.819
3.853.366.299;-1.214.739.615
3.851.382.466;-1.215.008.546
3.848.407.454;-1.215.208.252
3.848.445.234;-1.214.542.781
385.662.212;-1.214.732.633
3.851.127.205;-1.214.422.011
3.858.026.647;-1.214.979.339
3.848.535.273;-1.214.647.903
3.848.608.342;-1.214.941.276
3.851.055.016;-121.409.083
3.854.434.994;-1.214.560.858
3.858.054.142;-1.214.992.858
386.359.308;-1.214.765.537
3.855.336.668;-1.214.779.426
3.854.517.402;-1.214.608.452
3.849.625.742;-1.214.678.848
3.862.780.937;-1.214.749.646
3.859.284.733;-1.214.827.304
3.854.675.579;-1.214.538.401
3.855.155.803;-1.214.684.935
3.853.719.443;-121.447.484
3.859.839.361;-121.496.949
3.853.881.527;-121.479.014
3.855.128.083;-1.214.873.957
3.856.348.858;-1.213.888.282
3.851.970.186;-1.213.837.155
3.857.971.632;-1.214.945.586
3.859.542.759;-1.214.343.771
3.845.400.615;-121.428.879
3.852.718.667;-1.214.712.477
3.857.717.555;-1.214.782.896
3.849.515.388;-121.460.842
3.865.114.978;-1.215.360.931
3.852.801.945;-1.214.214.843
3.854.169.721;-1.214.095.593
3.865.731.154;-1.215.119.979
3.854.700.614;-1.214.633.315
3.862.764.502;-1.214.258.496
3.853.274.676;-1.214.385.165
3.848.684.997;-1.215.050.118
385.397.085;-1.214.565.022
3.854.675.579;-1.214.538.401
385.076.709;-1.215.412.748
3.849.576.768;-1.214.803.518
3.851.796.159;-1.214.310.098
3.861.063.608;-1.215.139.237
3.851.585.289;-1.214.383.522
3.861.124.309;-1.214.755.625
386.183.743;-1.214.392.211
3.861.062.598;-1.214.572.426
3.853.362.535;-1.214.705.253
3.865.941.872;-1.215.096.441
3.863.344.024;-1.215.040.184
3.853.830.301;-1.214.105.978
3.843.822.872;-1.214.284.849
385.803.294;-1.214.922.174
3.852.823.386;-1.214.456.482
3.854.826.969;-1.214.278.799
3.863.589.608;-1.215.055.312
3.849.596.852;-1.214.653.782
3.863.010.482;-1.214.483.391
3.860.820.707;-1.214.537.964
3.849.280.772;-1.214.576.662
3.857.837.934;-1.214.386.015
3.855.155.803;-1.214.684.935
3.857.423.893;-1.214.761.983
3.853.944.575;-1.214.637.484
3.850.576.856;-1.214.181.141
3.850.576.856;-1.214.181.141
3.856.191.557;-1.214.738.686
3.861.184.675;-1.214.939.808
3.854.522.407;-121.415.719
3.857.142.168;-1.215.062.054
3.857.279.305;-1.214.568.029
3.858.032.651;-1.214.798.128
3.855.514.819;-1.214.278.597
3.848.642.794;-1.215.188.739
3.856.796.664;-1.214.852.542
3.857.598.179;-1.214.772.314
3.860.840.673;-1.214.495.674
3.857.483.194;-1.214.749.592
3.857.128.915;-1.214.688.257
3.855.784.124;-1.215.103.071
3.858.165.678;-1.215.032.275
384.702.938;-1.214.347.565
386.247.477;-1.214.307.875
3.847.038.918;-1.214.223.876
3.853.436.161;-1.214.245.898
3.852.868.334;-1.214.437.535
3.859.664.183;-121.423.349
384.702.938;-1.214.347.565
3.855.451.604;-1.214.674.364
3.844.541.326;-1.214.128.268
3.853.651.384;-1.214.424.164
3.863.369.822;-121.424.418
3.864.721.815;-1.214.186.959
385.296.347;-1.214.520.729
3.845.682.246;-1.214.292.267
3.852.439.535;-1.214.428.571
3.853.538.583;-1.214.682.014
3.862.985.421;-121.432.273
3.856.756.845;-1.214.858.657
3.861.118.933;-1.214.265.596
3.854.805.148;-1.213.994.469
3.859.642.896;-1.214.258.245
3.852.652.786;-1.214.443.436
3.857.606.751;-121.467.125
3.857.739.748;-121.491.759
3.848.340.351;-1.214.583.909
3.846.849.636;-121.427.181
3.848.046.996;-1.214.803.338
3.851.975.733;-1.214.394.225
3.858.052.209;-1.214.986.248
3.852.160.558;-1.214.321.517
3.863.589.608;-1.215.055.312
3.850.539.044;-1.215.212.972
386.071.494;-1.214.286.533
3.856.956.597;-1.214.584.329
3.857.779.356;-1.214.722.683
3.861.030.866;-1.214.717.582
3.855.700.138;-1.214.322.547
3.851.325.652;-121.528.402
3.861.282.301;-1.214.955.733
3.856.929.775;-121.498.235
3.857.005.626;-1.214.827.802
3.862.857.895;-1.215.005.902
3.848.295.688;-1.215.181.672
3.847.421.612;-12.142.717
3.862.701.937;-1.215.096.149
3.861.278.296;-1.214.442.244
3.850.709.227;-1.214.121.729
3.853.003.193;-1.214.186.854
3.850.067.395;-1.215.467.673
3.848.049.217;-1.214.449.392
3.854.220.472;-1.214.915.761
3.861.422.446;-1.214.914.125
3.855.069.168;-1.214.098.486
3.853.273.565;-1.214.705.214
3.849.167.924;-121.480.413
3.862.427.027;-121.446.158
3.863.547.066;-1.214.164.461
3.863.972.452;-1.214.165.233
3.856.613.196;-1.214.634.009
3.858.287.612;-1.214.893.761
3.857.736.287;-1.214.870.264
3.863.533.304;-1.214.617.562
3.852.447.597;-1.215.110.987
3.849.696.125;-1.214.597.801
3.863.667.849;-1.214.158.235
384.800.247;-121.489.486
3.847.519.492;-1.214.443.027
3.846.487.634;-121.428.118
3.854.998.768;-121.478.831
3.861.273.956;-1.214.978.558
3.853.374.334;-1.214.267.168
3.862.748.602;-1.214.643.148
3.851.522.221;-1.215.183.094
3.855.706.875;-1.214.149.051
384.749.354;-1.214.366.375
3.862.701.937;-1.215.096.149
3.862.419.792;-1.214.540.554
3.857.559.229;-1.214.803.755
3.856.201.402;-1.214.972.545
385.786.943;-1.214.656.992
3.849.601.155;-1.214.592.772
3.857.009.493;-1.214.977.991
3.857.221.093;-1.214.862.799
3.861.041.617;-1.214.223.802
3.862.248.644;-1.214.894.179
3.857.091.301;-1.214.971.183
3.859.053.897;-1.214.860.325
386.264.676;-1.214.106.565
3.855.575.132;-121.411.779
3.856.895.726;-1.214.832.569
3.851.433.105;-1.214.780.917
3.860.034.763;-1.214.286.413
3.861.955.018;-1.214.648.925
3.868.226.149;-121.532.093
3.859.206.781;-1.214.791.288
3.850.304.384;-1.214.839.016
3.848.548.348;-1.215.384.407
3.848.548.348;-1.215.384.407
3.855.575.132;-121.411.779
3.852.514.501;-121.395.812
3.845.265;-1.214.362.195
3.852.491.379;-1.213.967.577
3.854.901.914;-121.407.649
3.862.511.063;-1.214.654.703
3.852.495.123;-1.214.646.263
3.866.533.462;-1.215.079.782
3.855.416.121;-1.214.661.137
3.850.326.361;-1.214.784.137
3.855.486.637;-1.214.280.648
3.848.160.193;-1.214.654.193
3.850.996.368;-1.214.357.076
3.849.870.196;-1.215.038.535
3.849.094.674;-1.214.613.559
3.853.106.486;-1.214.462.065
3.854.978.463;-1.214.597.019
3.857.665.081;-121.484.359
3.855.069.371;-1.214.597.405
385.313.636;-1.214.489.624
3.861.354.414;-1.214.755.526
3.860.507.125;-121.422.119
3.855.024.332;-1.214.123.944
3.861.246.333;-1.214.955.828
3.857.052.225;-1.214.521.612
3.854.259.307;-1.214.567.845
3.860.672.341;-1.214.755.923
3.857.076.808;-1.214.915.999
3.865.584.901;-1.215.254.763
3.846.676.162;-1.214.196.158
385.695.415;-121.409.084
3.860.777.952;-1.214.481.759
3.860.284.815;-1.214.262.102
3.848.268.931;-1.214.798.635
3.859.789.126;-1.214.729.069
3.862.017.846;-121.439.235
386.051.444;-1.214.381.004
3.855.209.111;-1.214.757.979
3.863.893.542;-1.214.742.524
3.859.891.162;-1.214.258.885
3.862.108.722;-1.214.437.606
3.857.191.063;-121.493.533
3.857.545.696;-1.214.771.548
3.857.545.696;-1.214.771.548
3.855.426.406;-1.214.546.045
3.862.484.409;-1.214.660.254
386.235.744;-1.215.151.131
386.176.594;-1.214.435.773
3.862.482.204;-1.214.648.179
3.862.322.376;-1.214.792.477
3.853.806.713;-121.466.685
3.860.122.175;-1.214.609.044
3.861.374.104;-1.215.230.056
3.861.200.165;-1.214.490.916
3.854.726.509;-1.214.552.803
3.860.973.497;-1.214.465.194
3.859.664.183;-121.423.349
3.852.573.067;-1.214.453.076
3.853.881.527;-121.479.014
3.853.881.527;-121.479.014
386.142.667;-1.215.062.517
3.855.447.458;-1.214.843.549
3.856.418.305;-1.214.352.683
3.860.027.317;-1.214.252.477
3.858.245.363;-1.215.052.755
3.852.224.238;-1.214.980.099
3.858.239.328;-1.215.059.336
3.862.783.286;-1.214.429.518
3.858.390.462;-1.214.853.771
3.856.919.165;-1.214.671.204
3.844.243.723;-1.214.145.656
3.847.889.655;-1.214.346.919
3.859.994.183;-1.214.276.508
3.863.872.883;-1.214.765.366
3.861.576.139;-1.214.807.127
3.857.829.932;-121.426.754
3.868.339.134;-1.214.963.523
3.858.052.209;-1.214.986.248
3.857.385.083;-121.474.781
3.860.767.381;-1.214.421.574
3.864.316.291;-1.214.745.819
3.847.644.582;-1.215.396.169
3.860.027.317;-1.214.252.477
3.855.270.462;-1.214.724.294
384.753.863;-121.468.655
3.846.264.365;-1.214.588.661
3.849.256.682;-1.214.762.942
386.017.616;-1.214.258.271
3.854.654.137;-1.213.921.168
3.854.118.672;-121.457.865
3.852.326.926;-1.214.410.972
3.860.154.457;-12.142.747
3.859.623.882;-1.215.060.581
384.726.221;-1.214.489.194
384.706.931;-1.214.271.773
3.857.944.041;-1.214.961.452
3.858.243.993;-1.215.014.414
3.854.726.509;-1.214.552.803
385.857.779;-1.214.910.941
3.846.399.853;-1.214.429.194
3.857.884.551;-1.214.925.953
3.861.798.936;-1.214.267.744
3.845.744.833;-1.214.347.708
3.860.154.457;-12.142.747
3.855.692.374;-1.215.024.975
3.848.261.682;-1.215.136.804
3.851.849.931;-1.214.387.788
3.855.502.121;-1.214.102.219
3.861.584.246;-1.214.755.462
3.857.905.171;-1.214.976.906
3.848.149.132;-1.214.724.244
3.857.201.606;-1.214.692.575
3.849.575.914;-1.214.827.348
3.864.150.838;-1.214.217.991
3.861.538.191;-1.214.904.838
3.849.502.927;-1.214.847.037
3.854.097.213;-1.214.708.274
3.865.798.545;-121.541.883
3.860.154.457;-12.142.747
385.613.889;-1.214.758.065
3.847.431.447;-1.214.348.784
3.862.002.366;-1.214.195.162
3.857.948.169;-1.214.360.287
3.860.973.497;-1.214.465.194
3.847.674.042;-1.214.598.457
3.867.460.145;-1.215.097.637
3.853.369.985;-121.519.688
3.851.053.004;-1.214.224.962
3.848.424.606;-1.214.571.234
3.845.768.744;-1.214.176.675
3.847.115.382;-1.214.198.979
386.383.446;-1.214.545.528
3.848.904.227;-121.503.973
3.863.228.581;-1.214.303.283
3.857.394.234;-1.214.707.578
385.225.465;-1.215.048.587
3.854.995.993;-1.213.837.794
3.856.206.295;-121.442.584
3.853.801.653;-1.215.111.808
386.026.847;-1.214.549.025
3.856.418.287;-1.214.927.485
3.852.439.535;-1.214.428.571
3.857.815.667;-1.214.876.958
3.857.920.289;-121.493.943
3.864.471.755;-1.214.221.827
3.844.613.053;-1.214.097.064
385.974.436;-1.214.249.976
3.859.664.183;-121.423.349
